removed,count,pnl,pf,dd,wr,trades,pref,delta_pnl,delta_pf,delta_dd,delta_pref
"SOL/USDT,SUI/USDT,BTC/USDT",17,175.41595180895146,1.446834522427883,51.558172810030946,39.71631205673759,423,8.592641854046118,-4.64720226906789,0.06489016706601825,-10.46048140465576,2.372265237558885
"XMR/USDT,LTC/USDT,SUI/USDT",17,188.94032241872515,1.5065205757701476,56.66451694968588,41.14832535885167,418,8.557098711746734,8.877168340705794,0.12457622040828298,-5.354137265000823,2.3367220952595016
"SOL/USDT,TRX/USDT",18,195.9329965213367,1.4563205749976762,55.51436139015985,40.17278617710583,463,8.550340908815123,15.869842443317339,0.07437621963581154,-6.504292824526857,2.3299642923278903
"ETH/USDT,LTC/USDT,BTC/USDT",17,175.76077412776212,1.4507817090532789,52.48409332735031,40.7673860911271,417,8.519311149342013,-4.302379950257233,0.0688373536914142,-9.534560887336397,2.29893453285478
"TRX/USDT,SUI/USDT,BTC/USDT",17,175.33050830460814,1.4312107362453945,52.432455959389515,39.86013986013986,429,8.487151420271678,-4.732645773411207,0.04926638088352986,-9.586198255297191,2.266774803784445
"SOL/USDT,XMR/USDT",18,204.34652898600308,1.5005482053642905,57.78105807443731,40.79822616407982,451,8.46475226963901,24.283374907983728,0.11860385000242579,-4.237596140249394,2.244375653151778
"XMR/USDT,SUI/USDT,BTC/USDT",17,183.33296607499736,1.4751019967724566,54.503411682078465,40.52757793764988,417,8.442336315129408,3.2698119969780066,0.09315764141059191,-7.515242532608241,2.2219596986421752
"ETH/USDT,SUI/USDT,BTC/USDT",17,163.48991201045726,1.4213138373275407,49.83699850704477,39.70944309927361,413,8.418984827264543,-16.57324206756209,0.03936948196567602,-12.181655707641937,2.1986082107773104
"XMR/USDT,TRX/USDT",18,202.88339570726066,1.4790200544340437,57.871702830328985,40.91903719912472,457,8.39978399250273,22.82024162924131,0.09707569907217906,-4.14695138435772,2.1794073760154973
"SOL/USDT,ETH/USDT",18,184.46835372185112,1.4490214204959266,53.307073637191685,40.044742729306485,447,8.365967036027552,4.405199643831764,0.06707706513406198,-8.71158057749502,2.1455904195403193
"XMR/USDT,ETH/USDT",18,191.4187529077751,1.4726555725989559,55.781381609775636,40.816326530612244,441,8.363842178270549,11.355598829755735,0.09071121723709119,-6.23727260491107,2.143465561783316
"TRX/USDT,ETH/USDT",18,182.5573164813787,1.4279717640128415,54.77020192588225,40.1766004415011,453,8.11831303960703,2.494162403359354,0.046027408650976875,-7.248452288804458,1.8979364231197966
